Log #,Complaint #,Date,Address #,Street Name,Borough,District,Work Reported,Closed,Issued Violation?
6946,05-07-07-037,7/6/04,472,6th Avenue,Mn,GV,Façade work @ storefront,1,0
6947,05-07-07-038,7/6/04,14,Jumel Terrace,Mn,JT,2 story addition,1,0
6948,05-07-07-039,7/6/04,311,Henry Street,Bn,BH,Sidewalk café,1,0
6949,05-07-07-040,6/24/04,134,Duane Street,Mn,TRIS,Drilling glass lights out of cast iron vaults,1,0
6950,05-07-07-041,7/7/04,474,Clinton Street,Bn,IL?,Stoop work,1,0
6951,05-07-07-042,7/7/04,489,Hicks Street,Bn,COB,Pointing,1,1
6952,05-07-08-043,7/7/04,65-67,Putnam Avenue,Bn,IL,Façade work,1,1
6953,05-07-13-044,7/13/04,108,Perry Street,Mn,GV,Replacement of windows and installation of AC units,1,1
6954,05-07-14-045,7/8/04,9,Charlton Street,Mn,CKV,Antennas on roof; 2/16/05: Wall sign,1,0
6958,05-07-16-049,7/8/04,237,West 12th Street,Mn,GV,"Rooftop addition, window guards",1,1
6960,05-07-16-051,7/8/04,13-15,Old Fulton Street,Bn,FF,Rooftop addition,1,0
6961,05-07-16-052,7/9/04,358,Adelphi Street,Bn,FG,Windows,1,1
6962,05-07-16-053,7/12/04,870,President Street,Bn,PS,Painting,1,1
6963,05-07-16-054,7/12/04,866,President Street,Bn,PS,Painting,1,0
6964,05-07-16-055,7/12/04,444,6th Avenue,Mn,GV,"Lighting, awning",1,0
6965,05-07-16-056,7/12/04,25,East 63rd Street,Mn,UES,Awning,1,1
6966,05-07-16-057,7/12/04,698-700,Madison Avenue,Mn,UES,"Window, exterior fire stair`",1,1
6969,05-07-16-060,7/14/04,45,West 70th Street,Mn,UWS,,1,0
6971,05-07-16-062,7/13/04,173,West 81st Street,Mn,UWS,Neon signage,1,1
6972,05-07-16-063,7/13/04,160,Noble Street,Bn,GP,Roll-down gate,1,1
6973,05-07-16-064,7/13/04,207,DeKalb Avenue,Bn,FG,Security gates,1,0
6974,05-07-16-065,7/13/04,229,Dekalb Avenue,Bn,FG,"Façade work, windows, door",1,0
6975,05-07-16-066,7/13/04,233,Carlton Avenue,Bn,FG,Curb cut,1,1
6976,05-07-16-067,7/15/04,271,Vanderbilt Avenue,Bn,FG,Lavender and Turquoise Paint,1,0
6977,05-07-16-068,7/15/04,164,Bergen Street,Bn,BOE,Scaffold,1,1
6978,05-07-16-069,7/15/04,143,Bergen Street,Bn,BOE,Steps,1,1
6979,05-07-16-070,7/15/04,70,Prospect Park West,Bn,IL?,"Illegal driveway, parking lot, day care center",1,0
6980,05-07-16-071,7/15/04,310,Shore Road,Qn,DOUG,"Brass metal railings, front door",1,1
6981,05-07-23-072,7/19/04,384,Canal Street,Mn,NOT DESIGNATED,"Painted building, washined bricks",1,0
6982,05-07-23-073,7/19/04,272,Clinton Avenue,Bn,CLIN,"Broken windows, gold fence, garbage enclosure",1,0
6983,05-07-23-074,7/19/04,92,Christopher Street,Mn,GV,Sign; 8/9/04: Go Poster signage,1,1
6984,05-07-23-075,7/20/04,149,Atlantic Avenue,Bn,BH,Replacement of door at storefront,1,1
6985,05-07-23-076,7/20/04,49,South Portland Avenue,Bn,FG,Façade work,1,0
6986,05-07-23-077,7/21/04,[444],Amsterdam Avenue,Mn,UWS,Interior renovation,1,0
6987,05-07-23-078,7/21/04,72,Reade Street,Mn,TRIS,Large wood pergola on roof,1,1
6988,05-07-23-079,7/21/04,80,Cranberry Street,Bn,BH,"Excavation, stone work",1,0
6989,05-07-23-080,7/21/04,361,6th Avenue,Mn,GV,Huge billboard on side of building,1,1
6990,05-07-23-081,7/21/04,82,West 12th Street,Mn,GV,"Sidewalk replaced, concrete white",1,0
6991,05-07-23-082,7/21/04,475,West Broadway,Mn,SOHO,,1,0
6992,05-07-23-083,7/21/04,,Tudor City,Mn,TC,Repair work to Tudor City Steps,1,0
6993,05-07-23-084,7/21/04,175,Fifth Avenue,Mn,IL,"Windows, ac units",1,0
6994,05-07-23-085,7/22/04,134,East 36th Street,Mn,MURH,Painted house brown,1,0
6995,05-07-23-086,6/16/04,[Opposite 155-157],Carroll Place,SI,SG,Replaced garage door,1,1
6996,05-07-27-087,7/23/04,96,Kent Street,Bn,GP,Replacing windows without permit,1,1
6997,05-07-27-088,7/15/04,224,Cumberland Street,Bn,FG,Façade and stoop work,1,1
6998,05-07-27-089,7/20/04,345-347,Greenwich Street,Mn,TRIW,Construction of flue at rear façade`,1,1
6999,05-07-30-090,7/23/04,273,Lefferts Avenue,Bn,PLG,Replacement of parlor floor windows,1,0
7000,05-07-30-091,7/23/04,412,Amsterdam Avenue,Mn,UWS,Storefront noncompliant,1,0
7001,05-07-30-092,7/23/04,37,South Portland Avenue,Bn,FG,Metal light fixture and housing at basement entrance,1,1
7002,05-07-30-093,7/26/04,48,Manor Court Road,SI,IL,Parking lot,1,1
7003,05-07-30-094,7/26/04,464,West 145th Street,Mn,HHE,Stoop and façade work,1,1
7005,05-07-30-096,7/27/04,350,Arleigh Road,Qn,DOUG,Vinyl siding,1,0
7007,05-07-30-098,7/28/04,146,Lafayette Avenue,Bn,FG,Façade work,1,1
7008,05-07-30-099,7/28/04,148,Lafayette Avenue,Bn,FG,Façade work,1,1
7009,05-07-30-100,7/28/04,35-57,89th Street,Qn,IL?,"Windows, int. alts.",1,0
7010,05-07-30-101,7/29/04,170,West 74th Street,Mn,UWS,Cleaning façade,1,0
7011,05-07-30-102,7/28/04,867,President Street,Bn,PS,Painting,1,0
7012,05-07-30-103,7/30/04,351,East 51st Street,Mn,NOT DESIGNATED,"""Parking"" sign, red awnings at Duane Reade",1,0
7013,05-07-30-104,7/30/04,366,Columbus Avenue,Mn,UWS,"Sign ""Jaques Imo""",1,1
7014,05-07-30-105,7/30/04,16,West 12th Street,Mn,GV,Preparing to do façade work,1,0
7015,05-07-30-106,7/30/04,434,6th Avenue,Mn,GV,Awnings,1,0
7016,05-08-02-001,1/19/01,1000,Fifth Avenue,Mn,IL,Antennas,1,0
7017,05-08-06-002,7/30/04,210,Riverside Drive,Mn,RWE,"AC unit and vent in apt. 7A, removal of window grilles at apt. 2F",1,1
7018,05-08-06-003,7/31/04,1693,Amsterdam Avenue,Mn,HHE,Awning,1,1
7019,05-08-06-004,8/2/04,875,Fifth Avenue,Mn,UES,"Concrete bunker at trees, going to put bars on windows at ground floor, security cameras and conduit",1,0
7020,05-08-06-005,8/2/04,12,East 72nd Street,Mn,UES,Windows boarded up,1,0
7021,05-08-06-006,8/4/04,449-461,6th Avenue,Mn,GV,"Signage yellow and hot pink, int. alts.",1,1
7023,05-08-06-008,8/5/04,34-44,84th Street,Qn,JH,Pointing brick with white cement,1,1
7024,05-08-06-009,8/5/04,138,West Broadway,Mn,TRIW,Façade is pink,1,0
7026,05-08-13-011,8/10/04,853,Carroll Street,Bn,PS,Cast iron patio and and stairs in rear yard,1,0
7027,05-08-13-012,8/10/04,79-83,Fifth Avenue,Mn,LM,Storefront noncompliant,1,1
7030,05-08-13-015,8/10/04,791,Madison Avenue,Mn,UES,Replacement of canopy,1,0
7031,05-08-13-016,8/11/04,,6th Avenue,Mn,GV,Digging and posters,1,0
7032,05-08-13-017,8/11/04,175,Amity Street,Bn,COB,Brick work and painting; 9/22/04: garbage enclosure,1,1
7033,05-08-13-018,8/12/04,[124],West 43rd Street,Mn,IL,"Holes in side, windows boarded up",1,0
7035,05-08-13-020,8/12/04,15,East 63rd Street,Mn,UES,Roof structure added and HVAC,1,1
7036,05-08-13-021,8/13/04,120,Kane Street,Bn,COB,"Windows sills and lintels gone, scaffolding",1,1
7037,05-08-13-022,8/13/04,39-47,West 19th Street,Mn,LM,Windows being replaced. Brick moldings being covered.,1,0
7038,05-08-13-023,8/13/04,225,Fifth Avenue,Mn,MSN,Interior work at 5th Floor,1,0
7039,05-08-13-024,8/11/04,140,Bergen Street,Bn,BOE,Scaffold; 8/26/04: Work,1,1
7040,05-08-18-025,8/9/04,271-273,West 4th Street,Mn,GV,Windows,1,1
7041,05-08-18-026,8/16/04,869,Macy Place,Bx,LW,"Cornice, windows",1,1
7042,05-08-18-027,8/16/04,142,Montague Street,Bn,BH,Roll down gates,1,1
7043,05-08-20-028,7/29/04,35,South Elliott Place,Bn,FG,Building noncompliant,1,1
7044,05-08-20-029,8/16/04,412,West 145th Street,Mn,HHE,"Windows replaced, construction",1,0
7045,05-08-20-030,8/17/04,53,7th Avenue,Mn,NOT DESIGNATED,Cingular sign,1,0
7046,05-08-20-031,8/17/04,130,7th Avenue South,Mn,GV,Removed storefront,1,0
7047,05-08-20-032,8/17/04,58-60,West 8th Street,Mn,GV,Removing storefront,1,0
7050,05-08-20-035,8/17/04,22-28,Wooster Street,Mn,SOHO,Windows,1,0
7051,05-08-20-036,8/17/04,359,6th Avenue,Mn,GV,"""La Palapa"" awnings noncompliant",1,1
7052,05-08-20-037,8/13/04,3,East 17th Street,Mn,LM,Awning,1,1
7053,05-08-20-038,8/13/04,12,West 18th Street,Mn,LM,Planter tubs at entrance,1,0
7054,05-08-20-039,8/19/04,7,Knollwood Avenue,Qn,DOUG,New building,1,0
7055,05-08-20-040,8/19/04,123,West 44th Street,Mn,IL,Painted yellow,1,0
7056,05-08-20-041,8/19/04,65,Jumel Terrace,Mn,JT,Con Edison ripping up cobblestone,1,0
7057,05-08-20-042,8/19/04,329,West 87th Street,Mn,RWE,Repointing,1,1
7058,05-08-27-043,8/26/04,24,East 64th Street,Mn,UES,"Awnings, lightfixtures and windows",1,1
7059,05-08-27-044,8/26/04,37-55,87th Street,Qn,JH,"Windows, possibly door replaced.",1,1
7060,05-08-30-045,8/17/04,3871/2,Bleecker Street,Mn,GV,Windows replaced,1,0
7061,05-08-30-046,8/20/04,37,West 72nd Street,Mn,UWS,Railings on terrace not visible from street,1,0
7062,05-08-30-047,8/23/04,52,Clark Street,Bn,BH,Not displaying CNE; 9/8/04:  Replacing tile in areaway,1,0
7063,05-08-30-048,8/24/04,56,Walker Street,Mn,TRIE,Huge satellite dish being installed.,1,0
7064,05-08-30-049,8/24/04,51,Walker Street,Mn,TRIE,Building construction beginning in 5 days,1,0
7065,05-08-30-050,8/26/04,1109,Fifth Avenue,Mn,IL,"Huge sidewalk canopy, tables out front",1,0
7066,05-08-30-051,8/26/04,368,Adelphi Street,Bn,FG,Replaced fence,1,1
7067,05-08-30-052,8/27/04,116,East 95th Street,Mn,CARE,Sidewalk installed badly,1,1
7068,05-08-30-053,8/28/04,182-190,State Street,Bn,BH,Work?,1,0
7069,05-08-30-054,8/28/04,108,Montague Street,Bn,BH,Scaffold to do masonry repairs; 9/24/04: neon lights,1,1
7070,05-08-30-055,8/30/04,331,West 87th Street,Mn,RWE,Rear yard constrution,1,0
7071,05-08-30-056,8/30/04,187-189,Atlantic Avenue,Bn,BH,Awning,1,1
7072,05-08-30-057,10/21/02,215 or 216,Front Street,Mn,SSS,Work,1,0
7073,05-09-09-001,8/31/04,680,West End Avenue,Mn,RWE,Interior alterations,1,0
7074,05-09-09-002,8/30/04,,Hudson Street,Mn,GV,Large illegal sign,1,0
7075,05-09-09-003,9/1/04,,Brooklyn Bridge,Mn,IL,Changed lights,1,0
7077,05-09-09-005,9/1/04,26,Sidney Place,Bn,BH,Sign on building,1,0
7078,05-09-10-006,9/3/04,34-42,88th Street,Qn,JH,Fence,1,1
7079,05-09-10-007,9/3/04,34-44,88th Street,Qn,JH,Fence,1,1
7080,05-09-10-008,9/3/04,34-46,88th Street,Qn,JH,Fence,1,1
7081,05-09-10-009,9/3/04,49,West 68th Street,Mn,UWS,"Scaffolding on roof, masonry blocks on sidewalk",1,0
7082,05-09-10-010,9/7/04,,East 77th Street,Mn,UES,Mosaic in subway station,1,0
7083,05-09-10-011,9/7/04,364,Henry Street,Bn,COB,"Boarded windows, carriage house demolished",1,0
7084,05-09-10-012,9/7/04,55,Barrow Street,Mn,GV,Work,1,0
7085,05-09-10-013,9/7/04,443,Clinton Avenue,Bn,CLIN,Sidewalk,1,0
7086,05-09-10-014,9/7/04,118,Prospect Park West,Bn,PS,Areaway alterations,1,0
7088,05-09-10-016,9/13/04,50,Hicks Street,Bn,BH,Storefront Alterations,1,1
7089,05-09-10-017,5/5/00,8,Sniffen Court,Mn,SNF,Roof top bulkhead,1,0
7090,05-09-17-018,9/14/04,1150,Fifth Avenue,Mn,CARE,Atenna at roof,1,0
7091,05-09-17-019,9/15/04,136,East 70th Street,Mn,UES,Sign on building,1,1
7092,05-09-17-020,9/15/04,211,West Broadway,Mn,TRIE,Sign in window,1,1
7093,05-09-17-021,9/16/04,253,Fifth Avenue,Mn,MSN,Banner sign (Quizno's?),1,1
7094,05-09-17-022,9/16/04,321,Greenwich Street,Mn,TRIW,Roof construction,1,0
7095,05-09-17-023,9/13/04,198,Court Street,Bn,COB,Dumpsters,1,0
7096,05-09-17-024,9/13/04,368,Pacific Street,Bn,BOE,Red-orange door,1,0
7097,05-09-17-025,9/14/04,,Riegelman Boardwalk,Bn,IL,Light on top of parachute jump,1,0
7098,05-09-17-026,9/14/04,15,West 86th Street,Mn,UWS,Covering up stained glass windows,1,0
7100,05-09-17-028,9/14/04,9,Cranberry Street,Bn,BH,Brownstoning,1,0
7101,05-09-17-029,9/15/04,35-21,79th Street,Qn,JH,"Façade work, replacing brick",1,1
7102,05-09-17-030,9/16/04,,Montague Street,Bn,BH,Signage,1,0
7104,05-09-17-032,9/17/04,37-46,83rd Street,Qn,JH,Fence,1,1
7105,05-09-17-033,9/17/04,200,Hicks Street,Bn,BH,Windows,1,0
7106,05-09-17-034,9/15/04,37-56,83rd Street,Qn,JH,Stoop,1,1
7107,05-09-17-035,9/17/04,9,Christopher Street,Mn,GV,Roll gates,1,1
7108,05-09-20-036,9/17/04,130,Hollywood Avenue,Bn,DOUG,Non-compliance window work,1,1
7109,05-09-20-037,9/20/04,79,Chambers Street,Mn,TRIS,Removing storefront without permit(s),1,1
7110,05-09-21-038,9/20/04,26,West 23rd Street,Mn,LM,Flagpole and banner installation,1,1
7112,05-09-22-040,9/21/04,357,West Broadway,Mn,SOHO,Storefront removal,1,1
7113,05-09-22-041,9/21/04,82,Christopher Street,Mn,GV,Rollgates,1,1
7114,05-09-24-042,9/17/04,748,Greenwich Street,Mn,GV,Demolition,1,0
7115,05-09-24-043,9/17/04,256,West 47th Street,Mn,IL,Interior work,1,0
7116,05-09-24-044,9/19/04,112,Montague Street,Bn,BH,Neon lights,1,1
7117,05-09-24-045,9/19/04,114,Montague Street,Bn,BH,Neon lights,1,0
7118,05-09-24-046,9/20/04,175,West 73rd Street,Mn,UWS,Window replacement,1,0
7119,05-09-24-047,9/20/04,449,6th Avenue,Mn,GV,Painting sign band,1,0
7120,05-09-24-048,9/20/04,91-93,Christopher Street,Mn,GV,Painted storefront orange and green,1,1
7121,05-09-24-049,9/20/04,71-15,35th Avenue,Qn,IL?,Work in backyard,1,0
7122,05-09-24-050,9/21/04,47,8th Avenue,Mn,GV,Storefront,1,0
7123,05-09-24-051,9/21/04,83-09,35th Avenue,Qn,JH,Pointing,1,0
7124,05-09-24-052,9/22/04,139,West 13th Street,Mn,GV,Storage mailbox,1,0
7125,05-09-24-053,9/23/04,201-225,West 86th Street,Mn,IL,"Storefronts noncompliant, awning",1,1
7126,05-09-24-054,9/24/04,97,Perry Street,Mn,GV,"Façade work, repointing",1,1
7127,05-09-24-055,9/24/04,15,West 11th Street,Mn,GV,"Roof work, penthouse enclosure",1,0
7128,05-09-24-056,9/17/04,22,East 71st Street,Mn,UES,Flagpole,1,1
7129,05-09-28-057,9/28/04,51-53,East 76th Street,Mn,UES,Signage,1,1
7130,05-09-28-058,9/28/04,1890,Stockholm Street,Qn,STOC,Door,1,1
7131,05-09-28-059,9/28/04,1868,Stockholm Street,Qn,STOC,Oil marks on brick road,1,0
7132,05-09-28-060,9/28/04,1875,Stockholm Street,Qn,STOC,Possible excavation,1,0
7133,05-09-29-061,9/29/04,209,Greene Avenue,Bn,CLIN,"Windows, security grilles",1,1
7134,05-09-29-062,9/29/04,399,West Broadway,Mn,SOHO,"HVAC, windows, front façade",1,1
7135,05-10-01-001,10/1/04,252,Henry Street,Bn,BH,Basement doors,1,1
7136,05-10-01-002,10/1/04,45,Sidney Place,Bn,BH,Front stoop,1,0
7137,05-10-01-003,10/1/04,51,Sidney Place,Bn,BH,Non-related permit,1,0
7138,05-10-01-004,10/1/04,134,Joralemon Street,Bn,BH,Front façade work,1,0
7139,05-10-04-005,9/28/04,44,Remsen Street,Bn,BH,Ironwork and garbage enclosures,1,1
7140,05-10-04-006,9/29/04,189,Lenox Avenue,Mn,MMP,Work,1,1
7141,05-10-04-007,9/30/04,421,West 144th Street,Mn,HH,Work,1,0
7142,05-10-04-008,9/30/04,149,Bergen Street,Bn,BOE,Rear additions,1,0
7143,05-10-04-009,9/30/04,567,Hudson Street,Mn,GV,Storefront Alterations,1,1
7146,05-10-07-012,10/6/04,[121],East 62nd Street,Mn,UES,Window guards without permits,1,0
7147,05-10-08-013,10/5/04,119,West 82nd Street,Mn,UWS,Façade work,1,1
7148,05-10-08-014,10/8/04,,"Beekman, Water, Front, Peckslip",Mn,SSS,Cobblestones,1,0
7149,05-10-08-015,10/8/04,190,Marlborough Road,Bn,PPS,Painting,1,1
7150,05-10-13-016,10/13/04,23-29,Bond Street,Mn,NOT DESIGNATED,Demolition,1,0
7151,05-10-13-017,10/13/04,33-35,East 18th Street,Mn,LM,Colored panels,1,1
7153,05-10-14-019,10/14/04,104,West 74th Street,Mn,UWS,Storefront,1,1
7154,05-10-15-020,10/4/04,750,Greenwich Street,Mn,GV,Windows,1,0
7155,05-10-15-021,10/4/04,120,West 12th Street,Mn,GV,Ironwork removed,1,1
7156,05-10-15-022,10/4/04,387,6th Avenue,Mn,GV,Yellow sign,1,1
7157,05-10-15-023,10/6/04,140,Atlantic Avenue,Bn,COB,Bracket sign,1,1
7158,05-10-15-024,10/8/04,123,West 10th Street,Mn,GV,Banner,1,1
7159,05-10-15-025,10/7/04,80-09,35th Avenue,Qn,JH,Ripping out curb area and intending to install fence; 6/3/05: Fence,1,1
7160,05-10-15-026,10/8/04,8,7th Avenue,Bn,PS,Windows,1,1
7161,05-10-15-027,10/8/04,10,7th Avenue,Bn,PS,Windows,1,0
7162,05-10-15-028,10/8/04,12,7th Avenue,Bn,PS,Windows,1,0
7163,05-10-15-029,10/12/04,37,Love Lane,Bn,BH,Ripping off façade of carriage house,1,0
7164,05-10-15-030,10/12/04,362,Henry Street,Bn,COB,Illegal stoop work,1,0
7165,05-10-15-031,10/13/04,401,West 22nd Street,Mn,CHE2,Chimney,1,1
7166,05-10-15-032,10/14/04,40,Joralemon Street,Bn,BH,Windows,1,0
7167,05-10-15-033,9/7/04,[320],East 42nd Street,Mn,TC,Windows; 6/8/06: Illegal AC at 9th Floor; 5/20/2008: Window near top floor changed,1,1
7170,05-10-19-036,9/23/02,121,East 38th Street,Mn,MURH,Canopy frame,1,0
7172,05-10-21-038,10/21/04,295,Washington Avenue,Bn,CLIN,Antennas,1,0
7173,05-10-22-039,10/22/04,53,Murray Street,Mn,TRIS,Windows,1,1
7174,05-10-22-040,10/22/04,19,East 76th Street,Mn,UES,Sixth floor,1,0
7175,05-10-22-041,10/18/04,132,East 36th Street,Mn,MURH,Roof work,1,1
7177,05-10-27-043,10/21/04,16,7th Avenue,Bn,PS,Windows,1,1
7178,05-10-27-044,10/18/04,350,Bleecker Street,Mn,GV,Banner,1,0
7179,05-10-27-045,10/15/04,131,West 86th Street,Mn,UWS,Stained glass windows,1,0
7180,05-10-27-046,10/18/04,[1860],Bedford Avenue,Bn,IL,"Vacant, disrepair; 4/28/08 signage; 5/6/08 signage; 3/23/2009: Neglect",1,1
7181,05-10-27-047,10/19/04,24-34,Joralemon Street,Bn,BH,Digging in courtyard,1,0
7182,05-10-27-048,10/20/04,184,7th Avenue South,Mn,GV,"Signage, awning, stretch banners",1,1
7183,05-10-27-049,10/21/04,251,West 76th Street,Mn,WEC,,1,0
7184,05-10-27-050,10/22/04,34-40,85th Street,Qn,JH,Pointing,1,1
7185,05-10-27-051,10/25/04,63,West 90th Street,Mn,UWS,Windows,1,0
7187,05-10-27-053,10/26/04,28,Remsen Street,Bn,BH,Windows,1,1
7188,05-10-27-054,10/26/04,287,Bleecker Street,Mn,IL?,Windows,1,0
7189,05-10-27-055,10/26/04,,10th Street,Mn,GV,Sprinkler signs; 4/7/05: Motorcycles,1,0
7190,05-10-27-056,10/25/04,132,East 36th Street,Mn,MURH,Stoop gate,1,1
7191,05-10-27-057,10/25/04,16,North Moore Street,Mn,TRIW,Windows,1,1
7192,05-10-27-058,10/25/04,126,Cambridge Street,Mn,CLIN,Dormer,1,1
7193,05-10-27-059,10/25/04,16,West 22nd Street,Mn,LM,Copper door,1,1
7194,05-10-27-060,10/25/04,18,North Moore Street,Mn,TRIW,Windows,1,1
7196,05-10-27-062,10/27/04,67,Reade Street,Mn,TRIS,Façade work,1,1
7197,05-10-27-063,10/27/04,27,West 72nd Street,Mn,UWS,Illuminated sign boxes,1,1
7199,05-10-29-065,10/27/04,65-77,Worth Street,Mn,TRIE,Noncompliance,1,1
7200,05-11-01-001,11/1/04,19,East 74th Street,Mn,UES,Sidewalks,1,0
7201,05-11-01-002,11/1/04,22,East 80th Street,Mn,MET,Floodlights,1,1
7202,05-11-04-003,10/27/04,3-5,King Street,Mn,CKV,Wall sign,1,1
7206,05-11-04-007,11/4/04,92,Jane Street,Mn,GV,Storm windows and light fixture,1,1
7207,05-11-04-008,11/4/04,626,West End Avenue,Mn,RWE,Windows,1,1
7208,05-11-05-009,10/28/04,24,West 70th Street,Mn,UWS,Metal spiked bird guards,1,0
7209,05-11-05-010,10/29/04,87-02,37th Avenue,Qn,JH,Scaffolding being installed,1,0
7210,05-11-05-011,10/29/04,412,West 145th Street,Mn,HHE,Windows,1,0
7211,05-11-05-012,10/29/04,208,Lenox Avenue,Mn,MMP,Disrepair,1,0
7212,05-11-05-013,10/31/04,723-727,St. Nicholas Avenue,Mn,HSUE,Painting,1,1
7213,05-11-05-014,11/1/04,34-46,83rd Street,Qn,JH,Fence,1,1
7214,05-11-05-015,11/1/04,34-48,83rd Street,Qn,JH,Fence,1,1
7215,05-11-05-016,11/1/04,34-58,83rd Street,Qn,JH,Fence,1,0
7216,05-11-05-017,11/1/04,34-60,83rd Street,Qn,JH,Fence,1,0
7217,05-11-05-018,11/1/04,133,West 81st Street,Mn,UWS,Satellite Dish,1,1
7218,05-11-05-019,11/2/04,33,Garden Place,Bn,BH,"Painting windows, lintels, cornice white",1,0
7220,05-11-05-021,11/3/04,3,Garden Place,Bn,BH,Painted façade white,1,0
7221,05-11-05-022,11/3/04,344,West 72nd Street,Mn,WEC,Façade work,1,1
7222,05-11-08-023,10/21/04,49,Irving Place,Mn,E17,Demolition by neglect,1,0
7223,05-11-08-024,10/26/04,25,East 63rd Street,Mn,UES,Sidewalk café,1,0
7224,05-11-08-025,10/26/04,19,East 69th Street,Mn,UES,Sidewalk café; 2nd complaint Work,1,0
7225,05-11-09-026,11/9/04,305,Canal Street,Mn,SOHO,Vinyl wall sign,1,1
7226,05-11-09-027,11/9/04,22,West 23rd Street,Mn,LM,"""Mangia"" flagpole and banner",1,1
7227,05-11-09-028,11/9/04,24,West 23rd Street,Mn,LM,"""Medici"" and ""New York Marble"" flagpole and banner",1,1
7228,05-11-09-029,11/9/04,12,West 23rd Street,Mn,LM,"""William Chen"" flagpole and banner",1,1
7229,05-11-09-030,11/9/04,43-47,West 23rd Street,Mn,LM,"""Moda"" flagpoles and banners, awnings, and canopy",1,1
7230,05-11-12-031,11/5/04,161,Hudson Street,Mn,TRIN,Noncompliance,1,1
7231,05-11-12-032,11/6/04,157,Hudson Street,Mn,TRIN,Noncompliance,1,0
7232,05-11-12-033,11/10/04,439A,Waverly Avenue,Bn,CLIN,Stoop work,1,1
7234,05-11-14-035,11/11/04,24,West 55th Street,Mn,IL,,1,0
7235,05-11-14-036,11/12/04,1925,7th Avenue,Mn,IL,"Sealing windows, façade cleaning",1,0
7236,05-11-14-037,11/12/04,66,West 89th Street,Mn,UWS,Stoop work,1,1
7237,05-11-16-038,11/12/04,25,Tudor City Place,Mn,TC,"Work:  painting windows, broken door; AC units; 5/10/07: Signs taped to door2/6/2009:Demolishing fla",1,1
7238,05-11-16-039,11/15/04,195,"Broadway, AT&T Building",Mn,IL,Medallions being removed,1,0
7240,05-11-16-041,11/16/04,472,Broome Street,Mn,SOHO,Marble being destroyed,1,0
7241,05-11-16-042,11/16/04,414,Vanderbilt Ave,Bn,FG,"Windows, door",1,1
7242,05-11-17-043,11/17/04,586,City Island Ave,Bx,IL,"Work:  driveway, porch",1,1
7244,05-11-22-045,11/16/04,66,Cranberry Street,Bn,BH,Fence,1,1
7245,05-11-23-046,11/16/04,22,Perry Street,Mn,GV,Rooftop Bulkhead,1,1
7246,05-11-23-047,11/12/04,25,Bond Street,Mn,NOT DESIGNATED,Shed at construction site,1,0
7247,05-11-23-048,11/22/04,100,Lafayette Street,Mn,IL,"Signage, security cameras, conduit",1,1
7249,05-11-23-050,11/22/04,318,Lafayette Street,Mn,NOHO,Storefront,1,1
7250,05-11-24-051,11/18/04,343,Canal Street,Mn,SOHO,Painted wall sign,1,1
7252,05-11-24-053,11/24/04,49,East 21st Street,Mn,LM,Fiberglass cornice,1,0
7253,05-11-24-054,11/24/04,2,Hillcrest Avenue,Qn,DOUG,Demolition by neglect,1,0
7254,05-11-26-055,11/26/04,830,Manhattan Avenue,Bn,GP,Signage and awning,1,1
7255,05-11-26-056,11/24/04,15,East 63rd Street,Mn,UES,Rooftop addition,1,1
7257,05-11-29-058,11/18/04,331,West 87th Street,Mn,RWE,"Cleaning, Tearing up sidewalk",1,0
7258,05-11-29-059,11/18/04,862,Union Street,Bn,PS,Rear façade alterations,1,0
7259,05-11-29-060,11/18/04,13,West 10th Street,Mn,GV,"Blocks in yard, black paint",1,0
7260,05-11-29-061,11/22/04,605,Hudson Street,Mn,GV,Removed flagpole,1,1
7261,05-11-29-062,11/23/04,131,Christopher Street,Mn,GV,Billboard,1,0
7262,05-11-29-063,11/23/04,42,Joralemon Street,Bn,BH,Con Edison painting sidewalk,1,0
7263,05-11-29-064,11/22/04,413-435,West 14th Street,Mn,GANS,Sign at Stella McCartney store,1,0
7264,05-11-29-065,11/22/04,113-115,Jane Street,Mn,IL,Ground floor painted red and black,1,1
7265,05-11-29-066,11/19/04,21,West 122nd Street,Mn,MMP,Sidewalk,1,0
7266,05-11-29-067,11/15/04,[315],President Street,Bn,CG,Painting,1,0
7267,05-11-29-068,11/24/04,444,6th Avenue,Mn,GV,Rooftop railing; awning,1,0
7268,05-11-29-069,11/24/04,37-11,84th Street,Qn,JH,Satellite Dish,1,1
7269,05-11-29-070,11/25/04,475,6th Avenue,Mn,GV,Signage,1,1
7270,05-11-29-071,11/22/04,7,Gay Street,Mn,GV,Ground floor windows,1,0
7271,05-11-29-072,11/29/04,,East 17th Street,Bn,DP,Painting:  burgandy with orange and green trim,1,1
7272,05-11-29-073,11/24/04,141,Perry Street,Mn,GV,Aluminum windows,1,1
